match_run_id,lead_id,pos_id,warehouse_number,match_type,lifecycle_state,primary_transaction,final_score,combined_field_score,full_address_score,business_name_score,embedding_model,lead_fiscal_year,lead_fiscal_period,lead_week,pos_fiscal_year,pos_fiscal_period,pos_week,lead_business_name,pos_business_name,order_amount,created_date
github-28033272045-1-947,LEAD508C534600000003,POS8D0FC85E00000571,947,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,7,3,2026,9,5,Bowers-Howard,Bowers-Howard,170.27,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000003,POS8D0FC85E00003437,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,7,3,2026,8,4,Bowers-Howard,Bowers-Howard,1374.54,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000006,POS8D0FC85E00002414,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,8,3,2026,9,4,Cascade Dental Partners,Cascade Dental Partners,460.18,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000006,POS8D0FC85E00006062,947,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,8,3,2026,10,5,Cascade Dental Partners,Cascade Dental Partners,110.93,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000008,POS8D0FC85E00007959,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,7,1,2026,9,1,Nelson Wilson and Sampson,Nelson Wilson and Sampson,810.3,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000016,POS8D0FC85E00007912,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,6,4,2026,4,2,Thomas Inc,Thomas Inc,327.02,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000019,POS8D0FC85E00002431,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,5,1,2026,7,3,Union Studio Cafe,Union Studio Cafe,470.95,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000020,POS8D0FC85E00001895,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,7,5,2026,8,5,Jacobson Mccormick and Page,Jacobson Mccormick and Page,468.49,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000020,POS8D0FC85E00004875,947,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,7,5,2026,9,5,Jacobson Mccormick and Page,Jacobson Mccormick and Page,1832.38,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000023,POS8D0FC85E00002438,947,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,7,1,2026,11,5,Nelson Ramirez and Guerrero,Nelson Ramirez and Guerrero,1032.31,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000023,POS8D0FC85E00006896,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,7,1,2026,9,3,Nelson Ramirez and Guerrero,Nelson Ramirez and Guerrero,459.69,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000023,POS8D0FC85E00006975,947,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,7,1,2026,10,4,Nelson Ramirez and Guerrero,Nelson Ramirez and Guerrero,210.0,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000024,POS8D0FC85E00000716,947,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,6,4,2026,8,5,Lopez PLC,Lopez PLC,1053.19,2026-06-23 14:27:15.534569+00:00
github-28033272045-1-947,LEAD508C534600000024,POS8D0FC85E00000901,947,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,6,4,2026,7,5,Lopez PLC,Lopez PLC,1530.7,2026-06-23 14:27:15.534569+00:00
