match_run_id,lead_id,pos_id,warehouse_number,match_type,lifecycle_state,primary_transaction,final_score,combined_field_score,full_address_score,business_name_score,embedding_model,lead_fiscal_year,lead_fiscal_period,lead_week,pos_fiscal_year,pos_fiscal_period,pos_week,lead_business_name,pos_business_name,order_amount,created_date
github-28029672690-1-827,LEADA924507900000004,POSCC2C7E4800003399,827,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,4,5,2026,6,5,Blue Kitchen Cafe,Blue Kitchen Cafe,1139.66,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000004,POSCC2C7E4800003474,827,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,4,5,2026,7,5,Blue Kitchen Cafe,Blue Kitchen Cafe,609.26,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000006,POSCC2C7E4800003683,827,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,2,3,2026,1,1,Evergreen Farm Cafe,Evergreen Farm Cafe,938.33,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000009,POSCC2C7E4800002004,827,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,6,2,2026,10,5,Brown LLC,Brown LLC,448.84,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000009,POSCC2C7E4800002331,827,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,6,2,2026,7,3,Brown LLC,Brown LLC,423.13,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000009,POSCC2C7E4800005971,827,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,6,2,2026,8,4,Brown LLC,Brown LLC,238.69,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000009,POSCC2C7E4800006930,827,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,6,2,2026,9,5,Brown LLC,Brown LLC,558.88,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000011,POSCC2C7E4800001368,827,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,6,5,2026,10,5,North Studio Inc,North Studio Inc,322.15,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000011,POSCC2C7E4800002173,827,Exact,Closed - Match,True,100.0,100.0,100.0,100.0,exact-sql,2026,6,5,2026,8,5,North Studio Inc,North Studio Inc,1300.1,2026-06-23 13:31:14.369465+00:00
github-28029672690-1-827,LEADA924507900000011,POSCC2C7E4800004959,827,Exact,Closed - Match,False,100.0,100.0,100.0,100.0,exact-sql,2026,6,5,2026,9,5,North Studio Inc,North Studio Inc,153.21,2026-06-23 13:31:14.369465+00:00
